代码,名称,收盘价,市盈率,市净率,净资产收益率,总股本,流通股本,上市时间
600126.XSHG,杭钢股份,7.14,1851,1851,1851,838938828,838938828,1998-03-11
600127.XSHG,金健米业,5.85,1852,1852,1852,641783203,544459609,1998-05-06
600128.XSHG,弘业股份,12.81,1853,1853,1853,246767500,246767500,1997-09-01
600129.XSHG,太极集团,15.1,1854,1854,1854,426893984,426893984,1997-11-18
600130.XSHG,波导股份,8.03,1855,1855,1855,768000000,768000000,2000-07-06
600131.XSHG,岷江水电,7.72,1856,1856,1856,504125195,397366914,1998-04-02
600132.XSHG,重庆啤酒,13.59,1857,1857,1857,483971210,483971210,1997-10-30
600133.XSHG,东湖高新,7.97,1858,1858,1858,634257812,537948906,1998-02-12
600135.XSHG,乐凯胶片,15.48,1859,1859,1859,372991718,342000000,1998-01-22
600136.XSHG,道博股份,59.74,1860,1860,1860,243591093,120527402,1998-03-03
600137.XSHG,浪莎股份,32.54,1861,1861,1861,97217597,97217597,1998-04-16
600138.XSHG,中青旅,20.02,1862,1862,1862,723840000,702718203,1997-12-03
600139.XSHG,西部资源,10.54,1863,1863,1863,661890468,661890468,1998-02-25
600141.XSHG,兴发集团,10.97,1864,1864,1864,529981914,465743906,1999-06-16
600143.XSHG,金发科技,6.46,1865,1865,1865,2560000000,2560000000,2004-06-23
600145.XSHG,*ST新亿,1.87,1866,1866,1866,1491100468,1491100468,1999-09-23
600146.XSHG,商赢环球,30.39,1867,1867,1867,200000000,200000000,1999-07-07
600148.XSHG,长春一东,22.21,1868,1868,1868,141516503,141516503,1998-05-20
600149.XSHG,廊坊发展,12.31,1869,1869,1869,380160000,380160000,1999-10-14
600150.XSHG,中国船舶,25.62,1870,1870,1870,1378117656,1378117656,1998-05-20
600151.XSHG,航天机电,11.4,1871,1871,1871,1250179921,1250179921,1998-06-05
600152.XSHG,维科精华,10.3,1872,1872,1872,293494199,293494199,1998-06-09
600153.XSHG,建发股份,17.31,1873,1873,1873,2835200625,2835200625,1998-06-16
600155.XSHG,宝硕股份,14.46,1874,1874,1874,476602617,412500000,1998-09-18
600156.XSHG,华升股份,10.07,1875,1875,1875,402110703,402110703,1998-05-27
600157.XSHG,永泰能源,3.99,1876,1876,1876,11194640000,4595654687,1998-05-13
600158.XSHG,中体产业,18.87,1877,1877,1877,843735390,657495390,1998-03-27
600159.XSHG,大龙地产,4.9,1878,1878,1878,830003203,830003203,1998-05-26
600160.XSHG,巨化股份,12.08,1879,1879,1879,1810915937,1810915937,1998-06-26
600161.XSHG,天坛生物,30.46,1880,1880,1880,515466914,515466914,1998-06-16
600162.XSHG,香江控股,6.87,1881,1881,1881,1596457656,767812578,1998-06-09
600163.XSHG,中闽能源,5.94,1882,1882,1882,999465234,721420000,1998-06-02
600165.XSHG,新日恒力,14.75,1883,1883,1883,684883828,484883789,1998-05-29
600166.XSHG,福田汽车,5.5,1884,1884,1884,3335065625,3335065625,1998-06-02
600167.XSHG,联美控股,15.05,1885,1885,1885,211000000,211000000,1999-01-28
600168.XSHG,武汉控股,9.68,1886,1886,1886,709569687,568881093,1998-04-27
600169.XSHG,太原重工,4.46,1887,1887,1887,2423955000,2423955000,1998-09-04
600170.XSHG,上海建工,4.93,1888,1888,1888,5943214375,5755262500,1998-06-23
600171.XSHG,上海贝岭,15.69,1889,1889,1889,673807812,673807812,1998-09-24
600172.XSHG,黄河旋风,16.26,1890,1890,1890,792398906,634097695,1998-11-26
600173.XSHG,卧龙地产,6.94,1891,1891,1891,725147500,725057500,1999-04-15
600175.XSHG,美都能源,5.31,1892,1892,1892,2451037500,1448033125,1999-04-08
600176.XSHG,中国巨石,21.47,1893,1893,1893,1105526171,872629531,1999-04-22
600177.XSHG,雅戈尔,15.04,1894,1894,1894,2226611718,2226611718,1998-11-19
600178.XSHG,东安动力,9.83,1895,1895,1895,462080000,462080000,1998-10-14
600179.XSHG,ST黑化,13.66,1896,1896,1896,390000000,390000000,1998-11-04
600180.XSHG,瑞茂通,16.37,1897,1897,1897,1016477500,882548906,1998-07-03
600182.XSHG,S佳通,18.66,1898,1898,1898,340000000,170000000,1999-05-07
600183.XSHG,生益科技,8.25,1899,1899,1899,1437553906,1437553906,1998-10-28
600184.XSHG,光电股份,23.64,1900,1900,1900,508760781,418760781,2003-11-06
600185.XSHG,格力地产,17.86,1901,1901,1901,577680898,577680898,1999-06-11
600186.XSHG,莲花健康,5.47,1902,1902,1902,1062024296,1062024296,1998-08-25
600187.XSHG,国中水务,4.92,1903,1903,1903,1455624218,1455624218,1998-11-11
600188.XSHG,兖州煤业,11.08,1904,1904,1904,4918400000,4918400000,1998-07-01
600189.XSHG,吉林森工,10.98,1905,1905,1905,310500000,310500000,1998-10-07
600190.XSHG,锦州港,4.3,1906,1906,1906,2002291562,1561787343,1999-06-09
600191.XSHG,华资实业,17.39,1907,1907,1907,484931992,484931992,1998-12-10
600192.XSHG,长城电工,8.38,1908,1908,1908,441748007,441748007,1998-12-24
600193.XSHG,创兴资源,12.49,1909,1909,1909,425373007,425373007,1999-05-27
600195.XSHG,中牧股份,19.98,1910,1910,1910,429800000,429800000,1999-01-07
600196.XSHG,复星医药,20.12,1911,1911,1911,2314075468,2310120937,1998-08-07
600197.XSHG,伊力特,12.49,1912,1912,1912,441000000,441000000,1999-09-16
600198.XSHG,大唐电信,17.16,1913,1913,1913,882108515,808648281,1998-10-21
600199.XSHG,金种子酒,7.9,1914,1914,1914,555775000,555775000,1998-08-12
600200.XSHG,江苏吴中,22.51,1915,1915,1915,669446093,522089218,1999-04-01
600201.XSHG,生物股份,32.17,1916,1916,1916,572829882,565057109,1999-01-15
600202.XSHG,哈空调,12.63,1917,1917,1917,383340703,383340703,1999-06-03
600203.XSHG,福日电子,11.66,1918,1918,1918,380280703,303170800,1999-05-14
600206.XSHG,有研新材,10.39,1919,1919,1919,838778281,587134218,1999-03-19
600207.XSHG,安彩高科,11.55,1920,1920,1920,690000000,440000000,1999-07-14
600208.XSHG,新湖中宝,3.94,1921,1921,1921,9099670625,8136960625,1999-06-23
600209.XSHG,罗顿发展,11.13,1922,1922,1922,439011210,422040000,1999-03-25
600210.XSHG,紫江企业,5.44,1923,1923,1923,1516736250,1436736250,1999-08-24
600211.XSHG,西藏药业,43.98,1924,1924,1924,145589003,114109003,1999-07-21
600212.XSHG,江泉实业,10.86,1925,1925,1925,511697187,511697187,1999-08-17
600213.XSHG,亚星客车,11.52,1926,1926,1926,220000000,220000000,1999-08-31
600215.XSHG,长春经开,6.96,1927,1927,1927,465032890,465032890,1999-09-09
600216.XSHG,浙江医药,12.98,1928,1928,1928,936107968,936103671,1999-10-21
600217.XSHG,秦岭水泥,8.63,1929,1929,1929,1341587500,660800000,1999-12-16
600218.XSHG,全柴动力,10.29,1930,1930,1930,368755000,368755000,1998-12-03
600219.XSHG,南山铝业,6.91,1931,1931,1931,2835184375,2835184375,1999-12-23
600220.XSHG,江苏阳光,4.36,1932,1932,1932,1783340312,1783340312,1999-09-27
600221.XSHG,海南航空,3.22,1933,1933,1933,12182181250,12181510000,1999-11-25
600222.XSHG,太龙药业,8.19,1934,1934,1934,573886289,496608906,1999-11-05
600223.XSHG,鲁商置业,6.04,1935,1935,1935,1000967968,1000967968,2000-01-13
600225.XSHG,天津松江,5.6,1936,1936,1936,935492578,849825625,2000-01-27
600226.XSHG,升华拜克,8.73,1937,1937,1937,1094982968,1094982968,1999-11-16
600227.XSHG,赤天化,6,1938,1938,1938,950392500,950392500,2000-02-21
600228.XSHG,昌九生化,10.77,1939,1939,1939,241320000,241320000,1999-01-19
600229.XSHG,城市传媒,12.73,1940,1940,1940,702096015,395786210,2000-03-09
600230.XSHG,沧州大化,11.99,1941,1941,1941,294188203,294188203,2000-04-06
600231.XSHG,凌钢股份,5.27,1942,1942,1942,1259583125,804002187,2000-05-11
600232.XSHG,金鹰股份,9.74,1943,1943,1943,364718515,364718515,2000-06-02
600233.XSHG,大杨创世,25.13,1944,1944,1944,165000000,165000000,2000-06-08
600234.XSHG,山水文化,21.63,1945,1945,1945,202445898,202445898,2000-06-15
600235.XSHG,民丰特纸,12.24,1946,1946,1946,351300000,351300000,2000-06-15
600236.XSHG,桂冠电力,5.92,1947,1947,1947,6063367500,1128526796,2000-03-23
600237.XSHG,铜峰电子,7.48,1948,1948,1948,564369609,564369609,2000-06-09
600238.XSHG,海南椰岛,13,1949,1949,1949,448200000,445001601,2000-01-20
600239.XSHG,云南城投,5.06,1950,1950,1950,1070457890,1070457890,1999-12-02
600240.XSHG,华业资本,11.3,1951,1951,1951,1424253593,1424253593,2000-06-28
600241.XSHG,时代万恒,13.81,1952,1952,1952,226192109,180200000,2000-11-28
600242.XSHG,*ST中昌,12.59,1953,1953,1953,273335390,267302792,2000-12-07
600243.XSHG,青海华鼎,9.38,1954,1954,1954,438850000,236850000,2000-11-20
600246.XSHG,万通地产,5.64,1955,1955,1955,1216800000,1216800000,2000-09-22
600247.XSHG,*ST成城,16.17,1956,1956,1956,336441601,336441601,2000-11-23
600248.XSHG,延长化建,8.76,1957,1957,1957,473689218,467389218,2000-06-22
600249.XSHG,两面针,6.69,1958,1958,1958,550000000,450000000,2004-01-30
600250.XSHG,南纺股份,12.41,1959,1959,1959,258692500,258692500,2001-03-06
600251.XSHG,冠农股份,8.18,1960,1960,1960,784842031,784842031,2003-06-09
600252.XSHG,中恒集团,5.01,1961,1961,1961,3475107187,3430096562,2000-11-30
600255.XSHG,鑫科材料,4.25,1962,1962,1962,1769593593,1563750000,2000-11-22
600256.XSHG,广汇能源,4.62,1963,1963,1963,5221424687,5221424687,2000-05-26
600257.XSHG,大湖股份,10.99,1964,1964,1964,427050000,427050000,2000-06-12
600258.XSHG,首旅酒店,21.18,1965,1965,1965,231400000,231400000,2000-06-01
600259.XSHG,广晟有色,41.83,1966,1966,1966,262122597,258305898,2000-05-25
600260.XSHG,凯乐科技,10.86,1967,1967,1967,666747578,527640000,2000-07-06
600261.XSHG,阳光照明,7.83,1968,1968,1968,1452102968,1452102968,2000-07-20
600262.XSHG,北方股份,34.55,1969,1969,1969,170000000,170000000,2000-06-30
600265.XSHG,ST景谷,28.1,1970,1970,1970,129800000,129800000,2000-08-25
600266.XSHG,北京城建,12.61,1971,1971,1971,1567040000,1517040000,1999-02-03
600267.XSHG,海正药业,12.67,1972,1972,1972,965531796,965531796,2000-07-25
600268.XSHG,国电南自,7.77,1973,1973,1973,635246406,635246406,1999-11-18
600269.XSHG,赣粤高速,4.69,1974,1974,1974,2335407031,2335407031,2000-05-18
600270.XSHG,外运发展,20.09,1975,1975,1975,905481718,905481718,2000-12-28
600271.XSHG,航天信息,55.91,1976,1976,1976,923400000,923400000,2003-07-11
600272.XSHG,开开实业,15.94,1977,1977,1977,243000000,240000000,1997-01-08
600273.XSHG,嘉化能源,7.66,1978,1978,1978,1306285312,373820000,2003-06-27
600275.XSHG,武昌鱼,7.2,1979,1979,1979,508837187,508837187,2000-08-10
600276.XSHG,恒瑞医药,47.22,1980,1980,1980,1956469062,1949669375,2000-10-18
600277.XSHG,亿利洁能,6.05,1981,1981,1981,2089589531,2089589531,2000-07-25
600278.XSHG,东方创业,14.23,1982,1982,1982,522241718,522241718,2000-07-12
600279.XSHG,重庆港九,12.74,1983,1983,1983,461972382,461972382,2000-07-31
600280.XSHG,中央商场,7.14,1984,1984,1984,1148334921,1148334921,2000-09-26
600281.XSHG,太化股份,5.84,1985,1985,1985,514401992,514401992,2000-11-09
600282.XSHG,南钢股份,2.7,1986,1986,1986,3962072500,3875752500,2000-09-19
600283.XSHG,钱江水利,14.41,1987,1987,1987,352995781,335916093,2000-10-18
600284.XSHG,浦东建设,11.24,1988,1988,1988,693040000,693040000,2004-03-16
600285.XSHG,羚锐制药,9.97,1989,1989,1989,535481914,529467617,2000-10-18
600287.XSHG,江苏舜天,8.45,1990,1990,1990,436796093,436796093,2000-09-01
600288.XSHG,大恒科技,14.91,1991,1991,1991,436800000,436800000,2000-11-29
600289.XSHG,亿阳信通,13.36,1992,1992,1992,565922695,565922695,2000-07-20
600290.XSHG,华仪电气,9.89,1993,1993,1993,759903515,526883710,2000-11-06
600291.XSHG,西水股份,26.44,1994,1994,1994,1093064375,384000000,2000-07-31
600292.XSHG,中电远达,14.35,1995,1995,1995,780816875,780816875,2000-11-01
600293.XSHG,三峡新材,11.21,1996,1996,1996,344502617,344502617,2000-09-19
600295.XSHG,鄂尔多斯,7.91,1997,1997,1997,1032000000,1032000000,1995-10-20
600297.XSHG,广汇汽车,12.28,1998,1998,1998,5500400625,525000000,2000-11-16
600298.XSHG,安琪酵母,35.98,1999,1999,1999,329632382,324287695,2000-08-18
600299.XSHG,安迪苏,15.8,2000,2000,2000,2681901250,522707617,2000-04-20
