代码,名称,收盘价,市盈率,市净率,净资产收益率,总股本,流通股本,上市时间
002260.XSHE,德奥通航,28.08,727,727,727,265200000,265200000,2008-07-16
002261.XSHE,拓维信息,32.92,728,728,728,557277755,321702268,2008-07-23
002262.XSHE,恩华药业,21.2,729,729,729,485166833,395860318,2008-07-23
002263.XSHE,大 东 南,7.1,730,730,730,939180050,845362097,2008-07-28
002264.XSHE,新 华 都,7.51,731,731,731,684563880,537826371,2008-07-31
002265.XSHE,西仪股份,12.51,732,732,732,291026000,291026000,2008-08-06
002266.XSHE,浙富控股,6.21,733,733,733,1978719849,1481109565,2008-08-06
002267.XSHE,陕天然气,9.34,734,734,734,1112075445,1112075445,2008-08-13
002268.XSHE,卫 士 通,38.46,735,735,735,432523346,344632303,2008-08-11
002269.XSHE,美邦服饰,5.46,736,736,736,2526000000,2512500000,2008-08-28
002270.XSHE,法因数控,16.72,737,737,737,506159420,139465717,2008-09-05
002271.XSHE,东方雨虹,16.85,738,738,738,830693439,566378510,2008-09-10
002272.XSHE,川润股份,10.64,739,739,739,419700000,312561488,2008-09-19
002273.XSHE,水晶光电,34.71,740,740,740,436612083,357179550,2008-09-19
002274.XSHE,华昌化工,8.95,741,741,741,634909764,490332753,2008-09-25
002275.XSHE,桂林三金,16.61,742,742,742,590200000,532004077,2009-07-10
002276.XSHE,万马股份,21.64,743,743,743,939325488,922522217,2009-07-10
002277.XSHE,友阿股份,10.92,744,744,744,566122600,566122600,2009-07-17
002278.XSHE,神开股份,13.72,745,745,745,363909648,259284295,2009-08-11
002279.XSHE,久其软件,53.78,746,746,746,216596780,70432625,2009-08-11
002280.XSHE,联络互动,59.29,747,747,747,870859870,251977603,2009-08-21
002281.XSHE,光迅科技,59.7,748,748,748,209889584,203498584,2009-08-21
002282.XSHE,博深工具,12.79,749,749,749,338130000,188488012,2009-08-21
002283.XSHE,天润曲轴,0,750,750,750,559975066,559975066,2009-08-21
002284.XSHE,亚太股份,19.16,751,751,751,737556000,685971642,2009-08-28
002285.XSHE,世联行,13.73,752,752,752,1445696230,1215132098,2009-08-28
002286.XSHE,保龄宝,17.27,753,753,753,369256000,260947584,2009-08-28
002287.XSHE,奇正藏药,31.01,754,754,754,406000000,406000000,2009-08-28
002288.XSHE,超华科技,0,755,755,755,931643744,660326100,2009-09-03
002289.XSHE,宇顺电子,26.1,756,756,756,186835822,146930626,2009-09-03
002290.XSHE,禾盛新材,24.95,757,757,757,210672000,157719037,2009-09-03
002291.XSHE,星期六,13.75,758,758,758,398921895,363350000,2009-09-03
002292.XSHE,奥飞动漫,42.79,759,759,759,1277194091,670818601,2009-09-10
002293.XSHE,罗莱生活,13.46,760,760,760,701815500,699488271,2009-09-10
002294.XSHE,信立泰,28.07,761,761,761,1046016000,459180000,2009-09-10
002295.XSHE,精艺股份,16,762,762,762,251600000,182516497,2009-09-29
002296.XSHE,辉煌科技,14.92,763,763,763,376656420,316204677,2009-09-29
002297.XSHE,博云新材,11.18,764,764,764,398821011,364762593,2009-09-29
002298.XSHE,中电鑫龙,14.87,765,765,765,632918760,359856811,2009-09-29
002299.XSHE,圣农发展,24.71,766,766,766,1110900000,900255957,2009-10-21
002300.XSHE,太阳电缆,10.09,767,767,767,452250000,451619043,2009-10-21
002301.XSHE,齐心集团,0,768,768,768,373599998,353530239,2009-10-21
002302.XSHE,西部建设,15.78,769,769,769,516117025,270913293,2009-11-03
002303.XSHE,美盈森,11.28,770,770,770,1430400000,611580780,2009-11-03
002304.XSHE,洋河股份,65.72,771,771,771,1506988000,1232291607,2009-11-06
002305.XSHE,南国置业,4.9,772,772,772,1459011420,1191111801,2009-11-06
002306.XSHE,*ST云网,0,773,773,773,800000000,618080900,2009-11-11
002307.XSHE,北新路桥,8.44,774,774,774,557327160,557309050,2009-11-11
002308.XSHE,威创股份,17.8,775,775,775,835591560,835506360,2009-11-27
002309.XSHE,中利科技,14.67,776,776,776,572232308,359791154,2009-11-27
002310.XSHE,东方园林,20.97,777,777,777,1008711947,566435601,2009-11-27
002311.XSHE,海大集团,15.65,778,778,778,1537363254,1515869110,2009-11-27
002312.XSHE,三泰控股,0,779,779,779,918727822,541159908,2009-12-03
002313.XSHE,日海通讯,16.36,780,780,780,312000000,312000000,2009-12-03
002314.XSHE,南山控股,0,781,781,781,1877530273,579846250,2009-12-03
002315.XSHE,焦点科技,71.51,782,782,782,117500000,60581927,2009-12-09
002316.XSHE,键桥通讯,13.5,783,783,783,393120000,314729075,2009-12-09
002317.XSHE,众生药业,10.93,784,784,784,738472000,482725450,2009-12-11
002318.XSHE,久立特材,10.51,785,785,785,841505932,815420441,2009-12-11
002319.XSHE,乐通股份,16.06,786,786,786,200000000,199946209,2009-12-11
002320.XSHE,海峡股份,16.6,787,787,787,425880000,425877192,2009-12-16
002321.XSHE,华英农业,11.78,788,788,788,534291100,423459126,2009-12-16
002322.XSHE,理工监测,17.76,789,789,789,406378675,158215272,2009-12-18
002323.XSHE,雅百特,0,790,790,790,248576552,87259550,2009-12-18
002324.XSHE,普利特,25.95,791,791,791,270000000,158734885,2009-12-18
002325.XSHE,洪涛股份,12.3,792,792,792,1001542415,761300731,2009-12-22
002326.XSHE,永太科技,0,793,793,793,798702881,528591111,2009-12-22
002327.XSHE,富安娜,9.21,794,794,794,834024789,468791524,2009-12-30
002328.XSHE,新朋股份,9.43,795,795,795,448100000,325316263,2009-12-30
002329.XSHE,皇氏集团,16.68,796,796,796,837640035,415671286,2010-01-06
002330.XSHE,得利斯,11.86,797,797,797,502000000,501943900,2010-01-06
002331.XSHE,皖通科技,17.53,798,798,798,291939213,231250332,2010-01-06
002332.XSHE,仙琚制药,11.78,799,799,799,610808111,468110031,2010-01-12
002333.XSHE,罗普斯金,21.3,800,800,800,251301800,242484860,2010-01-12
002334.XSHE,英威腾,8.74,801,801,801,749206229,524605159,2010-01-13
002335.XSHE,科华恒盛,38.66,802,802,802,224683000,183853010,2010-01-13
002336.XSHE,人人乐,13.36,803,803,803,400000000,400000000,2010-01-13
002337.XSHE,赛象科技,7.99,804,804,804,594282750,565575282,2010-01-15
002338.XSHE,奥普光电,55.59,805,805,805,120000000,119079394,2010-01-15
002339.XSHE,积成电子,18.73,806,806,806,378896000,296057275,2010-01-22
002340.XSHE,格林美,10.61,807,807,807,1455434823,1166718390,2010-01-22
002341.XSHE,新纶科技,14.55,808,808,808,373440000,274286201,2010-01-22
002342.XSHE,巨力索具,6,809,809,809,960000000,865478430,2010-01-26
002343.XSHE,慈文传媒,47.32,810,810,810,314510000,147044761,2010-01-26
002344.XSHE,海宁皮城,10.58,811,811,811,1120000000,1105859382,2010-01-26
002345.XSHE,潮宏基,10.66,812,812,812,845111200,829799050,2010-01-28
002346.XSHE,柘中股份,0,813,813,813,441575416,79800000,2010-01-28
002347.XSHE,泰尔重工,18.29,814,814,814,224675281,163352815,2010-01-28
002348.XSHE,高乐股份,13.93,815,815,815,473600000,370578182,2010-02-03
002349.XSHE,精华制药,0,816,816,816,420294831,298124828,2010-02-03
002350.XSHE,北京科锐,15.27,817,817,817,218280000,217576001,2010-02-03
002351.XSHE,漫步者,18.59,818,818,818,294000000,139951950,2010-02-05
002352.XSHE,鼎泰新材,25.8,819,819,819,116746170,66558720,2010-02-05
002353.XSHE,杰瑞股份,17.59,820,820,820,957853992,673760357,2010-02-05
002354.XSHE,天神娱乐,0,821,821,821,292086511,101395174,2010-02-09
002355.XSHE,兴民钢圈,19.04,822,822,822,513700050,341720051,2010-02-09
002356.XSHE,浩宁达,24.47,823,823,823,310474440,240000000,2010-02-09
002357.XSHE,富临运业,13.78,824,824,824,313489036,313247259,2010-02-10
002358.XSHE,森源电气,14.41,825,825,825,795595488,692152288,2010-02-10
002359.XSHE,齐星铁塔,26,826,826,826,416800000,370532519,2010-02-10
002360.XSHE,同德化工,13.03,827,827,827,391512600,249397520,2010-03-03
002361.XSHE,神剑股份,12.9,828,828,828,431297798,273622742,2010-03-03
002362.XSHE,汉王科技,24.7,829,829,829,214102792,176424682,2010-03-03
002363.XSHE,隆基机械,13.15,830,830,830,385873624,385565495,2010-03-05
002364.XSHE,中恒电气,23.98,831,831,831,523242380,422753433,2010-03-05
002365.XSHE,永安药业,18.04,832,832,832,187000000,153945025,2010-03-05
002366.XSHE,台海核电,50.55,833,833,833,433528675,119826578,2010-03-12
002367.XSHE,康力电梯,14.45,834,834,834,738600124,460096701,2010-03-12
002368.XSHE,太极股份,38.01,835,835,835,415597227,362653809,2010-03-12
002369.XSHE,卓翼科技,9.26,836,836,836,488637750,417461315,2010-03-16
002370.XSHE,亚太药业,27.76,837,837,837,204000000,203619725,2010-03-16
002371.XSHE,七星电子,27.51,838,838,838,352200000,340039806,2010-03-16
002372.XSHE,伟星新材,17.89,839,839,839,578689800,523160626,2010-03-18
002373.XSHE,千方科技,32.36,840,840,840,552188216,218612729,2010-03-18
002374.XSHE,丽鹏股份,15.62,841,841,841,351623221,228745499,2010-03-18
002375.XSHE,亚厦股份,13.08,842,842,842,1339793084,1133545178,2010-03-23
002376.XSHE,新北洋,13.18,843,843,843,600000000,572134786,2010-03-23
002377.XSHE,国创高新,7.65,844,844,844,438140000,431947325,2010-03-23
002378.XSHE,章源钨业,9.64,845,845,845,924167436,922933461,2010-03-31
002379.XSHE,鲁丰环保,0,846,846,846,926400000,672952563,2010-03-31
002380.XSHE,科远股份,35.4,847,847,847,204000000,105324743,2010-03-31
002381.XSHE,双箭股份,15,848,848,848,428500000,215840480,2010-04-02
002382.XSHE,蓝帆医疗,21.33,849,849,849,247200000,239027232,2010-04-02
002383.XSHE,合众思壮,34.22,850,850,850,197328688,138930743,2010-04-02
002384.XSHE,东山精密,17.8,851,851,851,847390270,472296000,2010-04-09
002385.XSHE,大北农,11.83,852,852,852,2733779415,1588133616,2010-04-09
002386.XSHE,天原集团,7.25,853,853,853,671679806,671502430,2010-04-09
002387.XSHE,黑牛食品,13.71,854,854,854,469459458,291250199,2010-04-13
002388.XSHE,新亚制程,13.2,855,855,855,399600000,381811552,2010-04-13
002389.XSHE,南洋科技,0,856,856,856,709923000,409285309,2010-04-13
002390.XSHE,信邦制药,9.9,857,857,857,1704895788,733174423,2010-04-16
002391.XSHE,长青股份,14.62,858,858,858,362138180,203966258,2010-04-16
002392.XSHE,北京利尔,5.47,859,859,859,1198559434,587001058,2010-04-23
002393.XSHE,力生制药,37.78,860,860,860,182454992,181891579,2010-04-23
002394.XSHE,联发股份,15.56,861,861,861,323700000,323700000,2010-04-23
002395.XSHE,双象股份,27.73,862,862,862,178806000,178786275,2010-04-29
002396.XSHE,星网锐捷,17.43,863,863,863,539111233,526590000,2010-06-23
002397.XSHE,梦洁家纺,7.48,864,864,864,677761847,331117111,2010-04-29
002398.XSHE,建研集团,13.24,865,865,865,342732000,254372528,2010-05-06
002399.XSHE,海普瑞,30.21,866,866,866,800200000,800200000,2010-05-06
002400.XSHE,省广股份,18.61,867,867,867,904718923,832917766,2010-05-06
002401.XSHE,中海科技,17.43,868,868,868,303240000,299843197,2010-05-06
002402.XSHE,和而泰,20.8,869,869,869,332182032,242252850,2010-05-11
002403.XSHE,爱仕达,12.7,870,870,870,312000000,289097250,2010-05-11
002404.XSHE,嘉欣丝绸,7.32,871,871,871,520650000,398980888,2010-05-11
002405.XSHE,四维图新,0,872,872,872,711436510,666171076,2010-05-18
002406.XSHE,远东传动,9.34,873,873,873,561000000,372013318,2010-05-18
002407.XSHE,多氟多,65.09,874,874,874,251242155,187567361,2010-05-18
002408.XSHE,齐翔腾达,13.11,875,875,875,806913297,745135103,2010-05-18
002409.XSHE,雅克科技,26.38,876,876,876,166320000,82530000,2010-05-25
002410.XSHE,广联达,13.74,877,877,877,1128388018,865867487,2010-05-25
002411.XSHE,必康股份,15.8,878,878,878,1254106451,280934155,2010-05-25
002412.XSHE,汉森制药,17.26,879,879,879,296000000,286775000,2010-05-25
002413.XSHE,雷科防务,43.61,880,880,880,317399633,217569949,2010-05-28
002414.XSHE,高德红外,23.95,881,881,881,600000000,464876346,2010-07-16
002415.XSHE,海康威视,31.89,882,882,882,4068772253,3139102084,2010-05-28
002416.XSHE,爱施德,19.74,883,883,883,991384839,971355402,2010-05-28
002417.XSHE,*ST元达,17.47,884,884,884,270000000,195434077,2010-06-01
002418.XSHE,康盛股份,26.48,885,885,885,378800000,184536092,2010-06-01
002419.XSHE,天虹商场,13.38,886,886,886,800200000,799921000,2010-06-01
002420.XSHE,毅昌股份,9.28,887,887,887,401000000,388952942,2010-06-01
002421.XSHE,达实智能,16.63,888,888,888,642482792,456209858,2010-06-03
002422.XSHE,科伦药业,14.77,889,889,889,1440000000,799719556,2010-06-03
002423.XSHE,中原特钢,17.15,890,890,890,502986577,465510000,2010-06-03
002424.XSHE,贵州百灵,17.86,891,891,891,1411200000,731661288,2010-06-03
002425.XSHE,凯撒股份,25.54,892,892,892,434237786,378810000,2010-06-08
002426.XSHE,胜利精密,20.33,893,893,893,1166647793,635933376,2010-06-08
002427.XSHE,尤夫股份,0,894,894,894,398154658,333468326,2010-06-08
002428.XSHE,云南锗业,19.79,895,895,895,653120000,642386318,2010-06-08
002429.XSHE,兆驰股份,8.71,896,896,896,1601787759,1588304021,2010-06-10
002430.XSHE,杭氧股份,8.25,897,897,897,831776000,810008160,2010-06-10
002431.XSHE,棕榈园林,28.5,898,898,898,550798600,355135096,2010-06-10
002432.XSHE,九安医疗,18.56,899,899,899,372000000,372000000,2010-06-10
002433.XSHE,太安堂,10.16,900,900,900,772625200,674974000,2010-06-18
002434.XSHE,万里扬,0,901,901,901,510000000,496330620,2010-06-18
002435.XSHE,长江润发,16.06,902,902,902,198000000,183730011,2010-06-18
002436.XSHE,兴森科技,15.73,903,903,903,495969168,324072071,2010-06-18
002437.XSHE,誉衡药业,28.44,904,904,904,732807450,709665388,2010-06-23
002438.XSHE,江苏神通,18.92,905,905,905,219571540,135076124,2010-06-23
002439.XSHE,启明星辰,24.41,906,906,906,868942274,557260760,2010-06-23
002440.XSHE,闰土股份,19.82,907,907,907,767000000,616307373,2010-07-06
002441.XSHE,众业达,16.29,908,908,908,468241561,312921253,2010-07-06
002442.XSHE,龙星化工,13.06,909,909,909,480000000,232657092,2010-07-06
002443.XSHE,金洲管道,10.61,910,910,910,520535520,493484103,2010-07-06
002444.XSHE,巨星科技,15.87,911,911,911,1075247700,931407924,2010-07-13
002445.XSHE,中南重工,20.22,912,912,912,738766596,615213570,2010-07-13
002446.XSHE,盛路通信,28.24,913,913,913,448300153,169128768,2010-07-13
002447.XSHE,壹桥海参,0,914,914,914,952452000,624458250,2010-07-13
002448.XSHE,中原内配,12.37,915,915,915,588102305,458518058,2010-07-16
002449.XSHE,国星光电,14.07,916,916,916,475751669,335013898,2010-07-16
002450.XSHE,康得新,33.43,917,917,917,1611017536,1433759170,2010-07-16
002451.XSHE,摩恩电气,10.91,918,918,918,439200000,412480050,2010-07-20
002452.XSHE,长高集团,11.45,919,919,919,525424000,342704137,2010-07-20
002453.XSHE,天马精化,0,920,920,920,571300000,512226496,2010-07-20
002454.XSHE,松芝股份,15.9,921,921,921,422770000,221952794,2010-07-20
002455.XSHE,百川股份,8.25,922,922,922,474120000,293381300,2010-08-03
002456.XSHE,欧菲光,25.19,923,923,923,1030612000,818574973,2010-08-03
002457.XSHE,青龙管业,10.09,924,924,924,334992000,263741543,2010-08-03
002458.XSHE,益生股份,39.4,925,925,925,334714243,158825084,2010-08-10
002459.XSHE,天业通联,16.07,926,926,926,388689351,203526535,2010-08-10
002460.XSHE,赣锋锂业,45.46,927,927,927,377814402,254191688,2010-08-10
002461.XSHE,珠江啤酒,13.26,928,928,928,680161768,680161768,2010-08-18
002462.XSHE,嘉事堂,36.53,929,929,929,250526315,196475300,2010-08-18
002463.XSHE,沪电股份,5.07,930,930,930,1674159763,1673470123,2010-08-18
002464.XSHE,金利科技,58.9,931,931,931,145589953,103368867,2010-08-31
002465.XSHE,海格通信,13.04,932,932,932,2145751654,1842641397,2010-08-31
002466.XSHE,天齐锂业,145.55,933,933,933,261469000,165041800,2010-08-31
002467.XSHE,二六三,13.38,934,934,934,798420393,597662542,2010-09-08
002468.XSHE,艾迪西,32.52,935,935,935,331776000,331776000,2010-09-08
002469.XSHE,三维工程,13.18,936,936,936,335508566,282146027,2010-09-08
002470.XSHE,金正大,15.57,937,937,937,1569573598,1354203598,2010-09-08
002471.XSHE,中超控股,7.04,938,938,938,1268000000,1258164730,2010-09-10
002472.XSHE,双环传动,20.92,939,939,939,338372000,191836563,2010-09-10
002473.XSHE,圣莱达,20.97,940,940,940,160000000,157500000,2010-09-10
002474.XSHE,榕基软件,14.47,941,941,941,622200000,441514848,2010-09-15
002475.XSHE,立讯精密,30.8,942,942,942,1257476660,1246487741,2010-09-15
002476.XSHE,宝莫股份,7.31,943,943,943,612000000,601511102,2010-09-15
002477.XSHE,雏鹰农牧,17.65,944,944,944,1045053210,535007577,2010-09-15
002478.XSHE,常宝股份,11.67,945,945,945,400100000,302012677,2010-09-21
002479.XSHE,富春环保,9.7,946,946,946,796350000,729935661,2010-09-21
002480.XSHE,新筑股份,9.93,947,947,947,645368270,626243295,2010-09-21
002481.XSHE,双塔食品,8.44,948,948,948,1263390000,1117876676,2010-09-21
002482.XSHE,广田股份,21.09,949,949,949,625429863,518731077,2010-09-29
002483.XSHE,润邦股份,11,950,950,950,443737950,359238992,2010-09-29
002484.XSHE,江海股份,17.7,951,951,951,332800000,306205652,2010-09-29
002485.XSHE,希努尔,0,952,952,952,320000000,319990400,2010-10-15
002486.XSHE,嘉麟杰,5.35,953,953,953,832000000,806650000,2010-10-15
002487.XSHE,大金重工,9.83,954,954,954,540000000,512490375,2010-10-15
002488.XSHE,金固股份,23.23,955,955,955,508483392,384458199,2010-10-21
002489.XSHE,浙江永强,8.63,956,956,956,2175736503,1871439469,2010-10-21
002490.XSHE,山东墨龙,8.76,957,957,957,541722000,299931750,2010-10-21
002491.XSHE,通鼎互联,0,958,958,958,1199116223,1116268598,2010-10-21
002492.XSHE,恒基达鑫,0,959,959,959,270000000,235419881,2010-11-02
002493.XSHE,荣盛石化,13.95,960,960,960,2544000000,2038148500,2010-11-02
002494.XSHE,华斯股份,17.79,961,961,961,348478000,253742326,2010-11-02
002495.XSHE,佳隆股份,5.88,962,962,962,668304000,448848978,2010-11-02
002496.XSHE,辉丰股份,28.3,963,963,963,396704022,232946619,2010-11-09
002497.XSHE,雅化集团,6.54,964,964,964,960000000,777190088,2010-11-09
002498.XSHE,汉缆股份,5.01,965,965,965,3326796000,3325430644,2010-11-09
002499.XSHE,科林环保,20.95,966,966,966,189000000,137650578,2010-11-09
002500.XSHE,山西证券,12.4,967,967,967,2828725153,2488469657,2010-11-15
002501.XSHE,利源精制,10.39,968,968,968,951215194,673543503,2010-11-17
002502.XSHE,骅威股份,29.55,969,969,969,429914437,199529373,2010-11-17
002503.XSHE,搜于特,15.12,970,970,970,1036800000,625677518,2010-11-17
002504.XSHE,弘高创意,29.3,971,971,971,412734085,145956351,2010-11-18
002505.XSHE,大康牧业,0,972,972,972,2887038000,813730500,2010-11-18
002506.XSHE,协鑫集成,8.19,973,973,973,5046400000,2208241152,2010-11-18
002507.XSHE,涪陵榨菜,16.93,974,974,974,328898851,186052546,2010-11-23
002508.XSHE,老板电器,44.75,975,975,975,486715000,473205000,2010-11-23
002509.XSHE,天广消防,15.15,976,976,976,708094516,288375525,2010-11-23
002510.XSHE,天汽模,12.07,977,977,977,411520000,321130237,2010-11-25
002511.XSHE,中顺洁柔,12.05,978,978,978,503677000,483588882,2010-11-25
002512.XSHE,达华智能,20.45,979,979,979,1095386132,428851242,2010-12-03
002513.XSHE,蓝丰生化,14.71,980,980,980,340086278,213026400,2010-12-03
002514.XSHE,宝馨科技,22.39,981,981,981,277017132,171054078,2010-12-03
002515.XSHE,金字火腿,0,982,982,982,359674000,212776700,2010-12-03
002516.XSHE,旷达科技,12.55,983,983,983,662175000,282006738,2010-12-07
002517.XSHE,恺英网络,45.85,984,984,984,676799996,176219250,2010-12-07
002518.XSHE,科士达,33.62,985,985,985,296934680,282015269,2010-12-07
002519.XSHE,银河电子,18.5,986,986,986,569551910,436868889,2010-12-07
002520.XSHE,日发精机,18.66,987,987,987,369392646,312595538,2010-12-10
002521.XSHE,齐峰新材,9.8,988,988,988,494685819,427284792,2010-12-10
002522.XSHE,浙江众成,12.71,989,989,989,883282200,412657600,2010-12-10
002523.XSHE,天桥起重,7.59,990,990,990,562159048,302331928,2010-12-10
002524.XSHE,光正集团,0,991,991,991,503332800,499526040,2010-12-17
002526.XSHE,山东矿机,7.92,992,992,992,534000000,419301338,2010-12-17
002527.XSHE,新时达,15.93,993,993,993,589770589,359690989,2010-12-24
002528.XSHE,英飞拓,12.65,994,994,994,711652390,512970300,2010-12-24
002529.XSHE,海源机械,17.13,995,995,995,200000000,200000000,2010-12-24
002530.XSHE,丰东股份,20.75,996,996,996,268000000,268000000,2010-12-31
002531.XSHE,天顺风能,10.85,997,997,997,823000000,818533023,2010-12-31
002532.XSHE,新界泵业,12.88,998,998,998,321270000,229667613,2010-12-31
002533.XSHE,金杯电工,9.71,999,999,999,553134080,503231525,2010-12-31
002534.XSHE,杭锅股份,16.12,1000,1000,1000,400520000,395293000,2011-01-10
002535.XSHE,林州重机,8.81,1001,1001,1001,616679288,342039965,2011-01-11
002536.XSHE,西泵股份,67.12,1002,1002,1002,111269292,87662550,2011-01-11
002537.XSHE,海立美达,24.38,1003,1003,1003,301230000,300000000,2011-01-10
002538.XSHE,司尔特,9.32,1004,1004,1004,718120283,573542500,2011-01-18
002539.XSHE,新都化工,14,1005,1005,1005,1010100000,411159413,2011-01-18
002540.XSHE,亚太科技,7.95,1006,1006,1006,1040000000,704544688,2011-01-18
002541.XSHE,鸿路钢构,16.7,1007,1007,1007,268000000,165728125,2011-01-18
002542.XSHE,中化岩土,0,1008,1008,1008,1165000000,414829798,2011-01-28
002543.XSHE,万和电气,15.14,1009,1009,1009,440000000,299744550,2011-01-28
002544.XSHE,杰赛科技,0,1010,1010,1010,515760000,511089900,2011-01-28
002545.XSHE,东方铁塔,8.12,1011,1011,1011,780750000,342000000,2011-02-11
002546.XSHE,新联电子,41.86,1012,1012,1012,252000000,234628875,2011-02-11
002547.XSHE,春兴精工,9.77,1013,1013,1013,1011978174,684434424,2011-02-18
002548.XSHE,金新农,15.19,1014,1014,1014,383173719,309364439,2011-02-18
002549.XSHE,凯美特气,9.5,1015,1015,1015,567000000,566941060,2011-02-18
002550.XSHE,千红制药,16.27,1016,1016,1016,640000000,406779429,2011-02-18
002551.XSHE,尚荣医疗,22.99,1017,1017,1017,435551461,268573163,2011-02-25
002552.XSHE,宝鼎科技,14.28,1018,1018,1018,300000000,200148944,2011-02-25
002553.XSHE,南方轴承,10.94,1019,1019,1019,348000000,220727902,2011-02-25
002554.XSHE,惠博普,13.74,1020,1020,1020,535625000,283871903,2011-02-25
002555.XSHE,三七互娱,0,1021,1021,1021,1042397394,158537475,2011-03-02
002556.XSHE,辉隆股份,14.66,1022,1022,1022,478400000,465188825,2011-03-02
002557.XSHE,洽洽食品,17.81,1023,1023,1023,507000000,507000000,2011-03-02
002558.XSHE,世纪游轮,127.2,1024,1024,1024,65450000,32461550,2011-03-02
002559.XSHE,亚威股份,12.21,1025,1025,1025,366138696,304198930,2011-03-03
002560.XSHE,通达股份,39.24,1026,1026,1026,142727117,88426037,2011-03-03
002561.XSHE,徐家汇,13.07,1027,1027,1027,415763000,396350821,2011-03-03
002562.XSHE,兄弟科技,28.05,1028,1028,1028,270271942,108534750,2011-03-10
002563.XSHE,森马服饰,10.85,1029,1029,1029,2694540400,1833668088,2011-03-11
002564.XSHE,天沃科技,7.51,1030,1030,1030,739712000,521537745,2011-03-10
002565.XSHE,上海绿新,8.07,1031,1031,1031,696680000,684385275,2011-03-18
002566.XSHE,益盛药业,12.04,1032,1032,1032,330951600,206016292,2011-03-18
002567.XSHE,唐人神,11.87,1033,1033,1033,493195485,419856000,2011-03-25
002568.XSHE,百润股份,25.91,1034,1034,1034,896000000,298589501,2011-03-25
002569.XSHE,步森股份,0,1035,1035,1035,140010000,137495663,2011-04-12
002570.XSHE,贝因美,12.21,1036,1036,1036,1022520000,1020584255,2011-04-12
002571.XSHE,德力股份,12.82,1037,1037,1037,391950700,247275700,2011-04-12
002572.XSHE,索菲亚,42.32,1038,1038,1038,440978000,284692250,2011-04-12
002573.XSHE,清新环境,0,1039,1039,1039,1065600000,1065222601,2011-04-22
002574.XSHE,明牌珠宝,11.32,1040,1040,1040,528000000,528000000,2011-04-22
002575.XSHE,群兴玩具,13.47,1041,1041,1041,588720000,588720000,2011-04-22
002576.XSHE,通达动力,21.72,1042,1042,1042,165100000,118853776,2011-04-28
002577.XSHE,雷柏科技,37.27,1043,1043,1043,283977000,281227215,2011-04-28
002578.XSHE,闽发铝业,9.67,1044,1044,1044,429500000,274306250,2011-04-28
002579.XSHE,中京电子,11.99,1045,1045,1045,350460000,350459000,2011-05-06
002580.XSHE,圣阳股份,16.42,1046,1046,1046,223275847,169277291,2011-05-06
002581.XSHE,未名医药,26.98,1047,1047,1047,659735586,165272075,2011-05-20
002582.XSHE,好想你,30.19,1048,1048,1048,147600000,93935024,2011-05-20
002583.XSHE,海能达,10.78,1049,1049,1049,1537852100,840307381,2011-05-27
002584.XSHE,西陇科学,39.07,1050,1050,1050,234086569,103775077,2011-06-02
002585.XSHE,双星新材,10.11,1051,1051,1051,717327642,538604135,2011-06-02
002586.XSHE,围海股份,9.88,1052,1052,1052,728126600,693106859,2011-06-02
002587.XSHE,奥拓电子,14.27,1053,1053,1053,373450947,240092753,2011-06-10
002588.XSHE,史丹利,27.96,1054,1054,1054,583560000,355782368,2011-06-10
002589.XSHE,瑞康医药,27.68,1055,1055,1055,554543488,300220574,2011-06-10
002590.XSHE,万安科技,20.29,1056,1056,1056,479646926,361653890,2011-06-10
002591.XSHE,恒大高新,13.74,1057,1057,1057,260507000,167470817,2011-06-21
002592.XSHE,八菱科技,34.28,1058,1058,1058,283331157,128774919,2011-11-11
002593.XSHE,日上集团,25.13,1059,1059,1059,233100000,130928020,2011-06-28
002594.XSHE,比亚迪,57.3,1060,1060,1060,1561000000,799742814,2011-06-30
002595.XSHE,豪迈科技,19.15,1061,1061,1061,800000000,492554294,2011-06-28
002596.XSHE,海南瑞泽,0,1062,1062,1062,324458886,186275039,2011-07-07
002597.XSHE,金禾实业,13.62,1063,1063,1063,564598386,550623105,2011-07-07
002598.XSHE,山东章鼓,10.25,1064,1064,1064,312000000,270752513,2011-07-07
002599.XSHE,盛通股份,0,1065,1065,1065,135000000,91134375,2011-07-15
002600.XSHE,江粉磁材,8.86,1066,1066,1066,879989668,420006776,2011-07-15
002601.XSHE,佰利联,53.7,1067,1067,1067,204424200,164779086,2011-07-15
002602.XSHE,世纪华通,23.98,1068,1068,1068,1027092040,565918054,2011-07-28
002603.XSHE,以岭药业,13.54,1069,1069,1069,1127793600,891828221,2011-07-28
002604.XSHE,龙力生物,10.62,1070,1070,1070,504025600,431432067,2011-07-28
002605.XSHE,姚记扑克,0,1071,1071,1071,374000000,268593404,2011-08-05
002606.XSHE,大连电瓷,17.55,1072,1072,1072,204000000,141533773,2011-08-05
002607.XSHE,亚夏汽车,13.82,1073,1073,1073,356928000,255217381,2011-08-10
002608.XSHE,*ST舜船,0,1074,1074,1074,374850000,323710538,2011-08-10
002609.XSHE,捷顺科技,16.69,1075,1075,1075,600250220,296511104,2011-08-15
002610.XSHE,爱康科技,10.38,1076,1076,1076,1122715400,698896982,2011-08-15
002611.XSHE,东方精工,10.11,1077,1077,1077,641866509,288803490,2011-08-30
002612.XSHE,朗姿股份,0,1078,1078,1078,200000000,111459013,2011-08-30
