代码,名称,收盘价,净值,总股本,流通股本,上市时间
300325.XSHE,德威新材,15.950,0,320000000,317752396,2012-06-01
300326.XSHE,凯利泰,21.610,0,352145754,306425690,2012-06-13
300327.XSHE,中颖电子,30.120,0,173302990,170350375,2012-06-13
300328.XSHE,宜安科技,24.550,0,224000000,224000000,2012-06-19
300329.XSHE,海伦钢琴,27.030,0,251289880,123244200,2012-06-19
300330.XSHE,华虹计通,0.000,0,169227800,167579270,2012-06-19
300331.XSHE,苏大维格,0.000,0,186000000,129592221,2012-06-28
300332.XSHE,天壕环境,18.680,0,387189529,316672345,2012-06-28
300333.XSHE,兆日科技,27.150,0,336000000,330895068,2012-06-28
300334.XSHE,津膜科技,17.490,0,276037707,259681319,2012-07-05
300335.XSHE,迪森股份,0.000,0,362447145,237399934,2012-07-10
300336.XSHE,新文化,0.000,0,537548070,493972242,2012-07-10
300337.XSHE,银邦股份,6.770,0,821920000,707707107,2012-07-18
300338.XSHE,开元仪器,16.380,0,252000000,168333576,2012-07-26
300339.XSHE,润和软件,38.150,0,358101350,201854008,2012-07-18
300340.XSHE,科恒股份,0.000,0,100000000,81838613,2012-07-26
300341.XSHE,麦迪电气,19.830,0,256427737,183889175,2012-07-26
300342.XSHE,天银机电,36.710,0,200000000,188978450,2012-07-26
300343.XSHE,联创股份,77.010,0,125134417,55311869,2012-08-01
300344.XSHE,太空板业,0.000,0,241248000,137580975,2012-08-01
300345.XSHE,红宇新材,11.060,0,441295483,280657746,2012-08-01
300346.XSHE,南大光电,25.040,0,160864000,126738864,2012-08-07
300347.XSHE,泰格医药,0.000,0,470741059,294758226,2012-08-17
300348.XSHE,长亮科技,57.810,0,146120000,61864846,2012-08-17
300349.XSHE,金卡股份,0.000,0,180000000,149269163,2012-08-17
300350.XSHE,华鹏飞,27.910,0,296466868,105071750,2012-08-21
300351.XSHE,永贵电器,25.000,0,337194000,195624000,2012-09-20
300352.XSHE,北信源,37.480,0,270226124,163349930,2012-09-12
300353.XSHE,东土科技,16.780,0,462855750,200499050,2012-09-27
300354.XSHE,东华测试,24.000,0,138370201,66630496,2012-09-20
300355.XSHE,蒙草抗旱,14.540,0,468769116,272213526,2012-09-27
300356.XSHE,光一科技,40.400,0,161221848,119028597,2012-10-09
300357.XSHE,我武生物,36.310,0,161600000,71642781,2014-01-21
300358.XSHE,楚天科技,31.850,0,278983982,82065628,2014-01-21
300359.XSHE,全通教育,75.520,0,253680593,98379475,2014-01-21
300360.XSHE,炬华科技,28.500,0,241785000,76076000,2014-01-21
300362.XSHE,天翔环境,0.000,0,140438968,47739400,2014-01-21
300363.XSHE,博腾股份,21.370,0,421662163,143437500,2014-01-29
300364.XSHE,中文在线,103.550,0,120000000,67216075,2015-01-21
300365.XSHE,恒华科技,28.880,0,175759000,63752625,2014-01-23
300366.XSHE,创意信息,0.000,0,148016103,35904650,2014-01-27
300367.XSHE,东方网力,33.500,0,805917477,374014103,2014-01-29
300368.XSHE,汇金股份,41.170,0,271974287,80398375,2014-01-23
300369.XSHE,绿盟科技,39.890,0,364087086,117767624,2014-01-29
300370.XSHE,安控科技,17.220,0,267890336,129788543,2014-01-23
300371.XSHE,汇中股份,25.080,0,120000000,35491405,2014-01-23
300372.XSHE,欣泰电气,14.580,0,171557218,97992092,2014-01-27
300373.XSHE,扬杰科技,16.080,0,419325000,126999550,2014-01-23
300374.XSHE,恒通科技,20.890,0,194680000,110106900,2015-03-19
300375.XSHE,鹏翎股份,19.180,0,185931988,74031532,2014-01-27
300376.XSHE,易事特,37.550,0,500920000,125324000,2014-01-27
300377.XSHE,赢时胜,77.590,0,110700000,41086896,2014-01-27
300378.XSHE,鼎捷软件,46.500,0,200746110,111804029,2014-01-27
300379.XSHE,东方通,76.100,0,115220300,64552723,2014-01-28
300380.XSHE,安硕信息,50.830,0,137440000,48322496,2014-01-28
300381.XSHE,溢多利,44.970,0,120058099,30442251,2014-01-28
300382.XSHE,斯莱克,34.040,0,117121373,31678343,2014-01-29
300383.XSHE,光环新网,42.570,0,545800000,258761868,2014-01-29
300384.XSHE,三联虹普,0.000,0,149352000,49658000,2014-08-01
300385.XSHE,雪浪环境,35.800,0,120000000,47913720,2014-06-26
300386.XSHE,飞天诚信,40.300,0,209022000,77866892,2014-06-26
300387.XSHE,富邦股份,23.850,0,124680000,40875364,2014-07-02
300388.XSHE,国祯环保,24.260,0,278649632,141852021,2014-08-01
300389.XSHE,艾比森,37.780,0,160208320,46116952,2014-08-01
300390.XSHE,天华超净,33.500,0,137819000,47818729,2014-07-31
300391.XSHE,康跃科技,18.780,0,166675000,51675000,2014-08-01
300392.XSHE,腾信股份,0.000,0,384000000,160725331,2014-09-10
300393.XSHE,中来股份,44.680,0,119490000,51274388,2014-09-12
300394.XSHE,天孚通信,80.300,0,74340000,27205625,2015-02-17
300395.XSHE,菲利华,31.590,0,131000000,92404434,2014-09-10
300396.XSHE,迪瑞医疗,36.490,0,153350000,42773125,2014-09-10
300397.XSHE,天和防务,59.130,0,120000000,51600000,2014-09-10
300398.XSHE,飞凯材料,56.190,0,104000000,35997650,2014-10-09
300399.XSHE,京天利,45.580,0,152000000,44356288,2014-10-09
300400.XSHE,劲拓股份,30.360,0,120000000,56922518,2014-10-10
300401.XSHE,花园生物,36.270,0,181400000,95329260,2014-10-09
300402.XSHE,宝色股份,18.950,0,202000000,58550000,2014-10-10
300403.XSHE,地尔汉宇,46.400,0,134000000,58820000,2014-10-30
300404.XSHE,博济医药,33.860,0,133340000,33337300,2015-04-24
300405.XSHE,科隆精化,0.000,0,68000000,30919950,2014-10-30
300406.XSHE,九强生物,44.380,0,249837313,102663286,2014-10-30
300407.XSHE,凯发电气,30.350,0,136000000,62065090,2014-12-03
300408.XSHE,三环集团,35.020,0,863818000,486061865,2014-12-03
300409.XSHE,道氏技术,63.160,0,107500000,44231250,2014-12-03
300410.XSHE,正业科技,0.000,0,159545000,48749998,2014-12-31
300411.XSHE,金盾股份,31.440,0,160000000,60664000,2014-12-31
300412.XSHE,迦南科技,30.680,0,117480000,38610000,2014-12-31
300413.XSHE,快乐购,29.880,0,401000000,198678568,2015-01-21
300414.XSHE,中光防雷,32.450,0,168530000,42140000,2015-05-13
300415.XSHE,伊之密,15.400,0,240000000,159000000,2015-01-23
300416.XSHE,苏试试验,60.950,0,62800000,30460000,2015-01-22
300417.XSHE,南华仪器,73.800,0,40800000,13794625,2015-01-23
300418.XSHE,昆仑万维,33.740,0,1127230993,415325337,2015-01-21
300419.XSHE,浩丰科技,162.000,0,47430727,21479846,2015-01-22
300420.XSHE,五洋科技,44.530,0,90784308,29350680,2015-02-17
300421.XSHE,力星股份,30.070,0,112000000,42000000,2015-02-17
300422.XSHE,博世科,32.120,0,127285000,69313900,2015-02-17
300423.XSHE,鲁亿通,0.000,0,88000000,36930785,2015-02-17
300424.XSHE,航新科技,59.080,0,133070000,33270000,2015-04-22
300425.XSHE,环能科技,0.000,0,176621269,39600000,2015-02-16
300426.XSHE,唐德影视,65.720,0,160000000,52101666,2015-02-17
300427.XSHE,红相电力,59.210,0,88670000,27477684,2015-02-17
300428.XSHE,四通新材,0.000,0,80800000,20200000,2015-03-19
300429.XSHE,强力新材,82.290,0,79800000,20000000,2015-03-24
300430.XSHE,诚益通,0.000,0,97280000,24320000,2015-03-19
300431.XSHE,暴风科技,0.000,0,274827587,66000000,2015-03-24
300432.XSHE,富临精工,0.000,0,360000000,90000000,2015-03-19
300433.XSHE,蓝思科技,0.000,0,673360000,68525000,2015-03-18
300434.XSHE,金石东方,53.370,0,68000000,17000000,2015-04-24
300435.XSHE,中泰股份,65.820,0,81600000,19999500,2015-03-26
300436.XSHE,广生堂,0.000,0,140000000,28000000,2015-04-22
300437.XSHE,清水源,0.000,0,66700000,16675000,2015-04-23
300438.XSHE,鹏辉能源,96.880,0,84000000,21000000,2015-04-24
300439.XSHE,美康生物,29.240,0,340020000,85020000,2015-04-22
300440.XSHE,运达科技,68.300,0,112000000,28000000,2015-04-23
300441.XSHE,鲍斯股份,39.120,0,168960000,42240000,2015-04-23
300442.XSHE,普丽盛,47.000,0,100000000,24999500,2015-04-24
300443.XSHE,金雷风电,171.130,0,56260000,11260000,2015-04-22
300444.XSHE,双杰电气,21.700,0,283391200,68972800,2015-04-23
300445.XSHE,康斯特,44.300,0,81600000,20400000,2015-04-24
300446.XSHE,乐凯新材,85.150,0,61400000,15400000,2015-04-23
300447.XSHE,全信股份,74.470,0,81000000,20250000,2015-04-22
300448.XSHE,浩云科技,76.320,0,80688500,20000000,2015-04-24
300449.XSHE,汉邦高科,91.000,0,70700000,17700000,2015-04-22
300450.XSHE,先导智能,0.000,0,136000000,34000000,2015-05-18
300451.XSHE,创业软件,128.540,0,70067500,17000000,2015-05-14
300452.XSHE,山河药辅,85.010,0,46400000,11600000,2015-05-15
300453.XSHE,三鑫医疗,63.240,0,79360000,19859700,2015-05-15
300455.XSHE,康拓红外,38.350,0,140000000,35000000,2015-05-15
300456.XSHE,耐威科技,91.000,0,84000000,21000000,2015-05-14
300457.XSHE,赢合科技,67.800,0,117000000,29250000,2015-05-14
300458.XSHE,全志科技,84.530,0,160000000,40000000,2015-05-15
300459.XSHE,浙江金科,37.800,0,265000000,66250000,2015-05-15
300460.XSHE,惠伦晶体,26.250,0,168274200,42080000,2015-05-15
300461.XSHE,田中精机,48.280,0,66680000,16680000,2015-05-19
300462.XSHE,华铭智能,0.000,0,137760000,34440000,2015-05-27
300463.XSHE,迈克生物,85.440,0,186000000,37475100,2015-05-28
300464.XSHE,星徽精密,41.190,0,84215000,20670000,2015-06-10
300465.XSHE,高伟达,73.380,0,134940000,33339000,2015-05-28
300466.XSHE,赛摩电气,69.200,0,80000000,20000000,2015-05-28
300467.XSHE,迅游科技,69.090,0,160000000,40000000,2015-05-27
300468.XSHE,四方精创,66.420,0,100000000,25000000,2015-05-27
300469.XSHE,信息发展,130.000,0,66800000,16700000,2015-06-11
300470.XSHE,日机密封,86.320,0,53340000,13340000,2015-06-12
300471.XSHE,厚普股份,53.390,0,147968000,29600000,2015-06-11
300472.XSHE,新元科技,47.380,0,66670000,16670000,2015-06-11
300473.XSHE,德尔股份,67.470,0,100000000,25000000,2015-06-12
300475.XSHE,聚隆科技,24.230,0,200000000,50000000,2015-06-10
300476.XSHE,胜宏科技,48.940,0,149560000,36670000,2015-06-11
300477.XSHE,合纵科技,49.300,0,108180000,26000000,2015-06-10
300478.XSHE,杭州高新,54.200,0,66670000,16670000,2015-06-10
300479.XSHE,神思电子,82.800,0,80000000,20000000,2015-06-12
300480.XSHE,光力科技,48.510,0,92000000,23000000,2015-07-02
300481.XSHE,濮阳惠成,47.190,0,80000000,20000000,2015-06-30
300482.XSHE,万孚生物,96.990,0,88000000,22000000,2015-06-30
300483.XSHE,沃施股份,46.810,0,61500000,15500000,2015-06-30
300484.XSHE,蓝海华腾,29.700,0,52000000,13000000,2016-03-22
300485.XSHE,赛升药业,107.610,0,120000000,29999800,2015-06-26
300486.XSHE,东杰智能,41.660,0,138860881,34720000,2015-06-30
300487.XSHE,蓝晓科技,47.800,0,80000000,19999500,2015-07-02
300488.XSHE,恒锋工具,72.320,0,62510000,12510000,2015-07-01
300489.XSHE,中飞股份,73.450,0,45375000,11350000,2015-07-01
300490.XSHE,华自科技,37.140,0,100000000,25000000,2015-12-31
300491.XSHE,通合科技,68.360,0,80000000,20000000,2015-12-31
300492.XSHE,山鼎设计,36.600,0,83200000,20800000,2015-12-23
300493.XSHE,润欣科技,49.020,0,120000000,30000000,2015-12-10
300494.XSHE,盛天网络,83.490,0,120000000,30000000,2015-12-31
300495.XSHE,美尚生态,128.370,0,66700000,16700000,2015-12-22
300496.XSHE,中科创达,197.590,0,100000000,25000000,2015-12-10
300497.XSHE,富祥股份,87.410,0,72000000,18000000,2015-12-22
300498.XSHE,温氏股份,52.900,0,3625247380,254963598,2015-11-02
300499.XSHE,高澜股份,58.500,0,66670000,16670000,2016-02-02
300500.XSHE,苏州设计,71.500,0,60000000,15000000,2016-02-04
300501.XSHE,海顺新材,87.100,0,53380000,13380000,2016-02-04
300502.XSHE,新易盛,82.350,0,77600000,19400000,2016-03-03
300503.XSHE,昊志机电,28.840,0,100000000,25000000,2016-03-09
300505.XSHE,川金诺,26.160,0,93360000,23350000,2016-03-15
600000.XSHG,浦发银行,18.130,0,18653471250,18653471250,1999-11-10
600004.XSHG,白云机场,12.250,0,1150000000,1150000000,2003-04-28
600005.XSHG,武钢股份,3.050,0,10093780000,10093780000,1999-08-03
600006.XSHG,东风汽车,6.210,0,2000000000,2000000000,1999-07-27
600007.XSHG,中国国贸,15.250,0,1007282500,1007282500,1999-03-12
600008.XSHG,首创股份,8.230,0,2410307031,2410307031,2000-04-27
600009.XSHG,上海机场,29.310,0,1926958437,1093476406,1998-02-18
600010.XSHG,包钢股份,3.080,0,32560737500,15742023750,2001-03-09
600011.XSHG,华能国际,7.830,0,15200383750,15200383750,2001-12-06
600012.XSHG,皖通高速,14.600,0,1658610000,1658610000,2003-01-07
600015.XSHG,华夏银行,10.260,0,10685572500,7785224375,2003-09-12
600016.XSHG,民生银行,9.160,0,36485350000,36485350000,2000-12-19
600017.XSHG,日照港,4.570,0,3075653750,3075653750,2006-10-17
600018.XSHG,上港集团,5.140,0,23173675000,22755180000,2006-10-26
600019.XSHG,宝钢股份,5.350,0,16467517500,16424278750,2000-12-12
600020.XSHG,中原高速,5.370,0,2247371875,2247371875,2003-08-08
600021.XSHG,上海电力,11.850,0,2139739375,2139739375,2003-10-29
600022.XSHG,山东钢铁,2.690,0,8420422500,6436295625,2004-06-29
600023.XSHG,浙能电力,5.650,0,13600690000,2987599687,2013-12-19
600026.XSHG,中海发展,6.990,0,4032032812,4032032812,2002-05-23
600027.XSHG,华电国际,5.590,0,9862976875,7657290000,2005-02-03
600028.XSHG,中国石化,4.660,0,121071210000,121071210000,2001-08-08
600029.XSHG,南方航空,6.400,0,9817566875,9817566875,2003-07-25
600030.XSHG,中信证券,18.350,0,12116908750,12092990000,2003-01-06
600031.XSHG,三一重工,5.800,0,7616503750,7593706250,2003-07-03
600033.XSHG,福建高速,3.440,0,2744400000,2744400000,2001-02-09
600035.XSHG,楚天高速,5.300,0,1453377968,1453377968,2004-03-10
600036.XSHG,招商银行,16.180,0,25219845000,25219845000,2002-04-09
600037.XSHG,歌华有线,15.880,0,1391777968,1168352031,2001-02-08
600038.XSHG,中直股份,43.020,0,589476718,392650000,2000-12-18
600039.XSHG,四川路桥,4.020,0,3019732812,3019732812,2003-03-25
600048.XSHG,保利地产,9.720,0,10756715000,10756715000,2006-07-31
600050.XSHG,中国联通,4.510,0,21196597500,21196597500,2002-10-09
600051.XSHG,宁波联合,10.180,0,310880000,305791992,1997-04-10
600052.XSHG,浙江广厦,5.940,0,871789062,871789062,1997-04-18
600053.XSHG,九鼎投资,42.320,0,433540781,433540781,1997-04-18
600054.XSHG,黄山旅游,23.230,0,498200000,273620000,1997-05-06
600055.XSHG,华润万东,27.890,0,241435800,216450000,1997-05-19
600056.XSHG,中国医药,12.920,0,1012513437,982203437,1997-05-15
600057.XSHG,象屿股份,10.620,0,1170779375,553327187,1997-06-04
600058.XSHG,五矿发展,16.870,0,1071910703,1071910703,1997-05-28
600059.XSHG,古越龙山,8.970,0,808524218,808524218,1997-05-16
600060.XSHG,海信电器,15.030,0,1308481171,1308481171,1997-04-22
600061.XSHG,国投安信,20.500,0,3694151562,1962365000,1997-05-19
600062.XSHG,华润双鹤,17.320,0,724470625,571695898,1997-05-22
600063.XSHG,皖维高新,5.090,0,1645894687,1497853281,1997-05-28
600064.XSHG,南京高科,15.470,0,772473125,772473125,1997-05-06
600066.XSHG,宇通客车,19.940,0,2213939218,1903484218,1997-05-08
600067.XSHG,冠城大通,6.750,0,1487794687,1487794687,1997-05-08
600068.XSHG,葛洲坝,5.990,0,4604777500,4148576250,1997-05-26
600069.XSHG,*ST银鸽,4.380,0,1249102968,825374062,1997-04-30
600070.XSHG,浙江富润,13.130,0,356613085,356613085,1997-06-04
600071.XSHG,凤凰光学,25.470,0,237472500,237472500,1997-05-28
600072.XSHG,钢构工程,16.320,0,478429609,478429609,1997-06-03
600073.XSHG,上海梅林,9.990,0,937729531,937729531,1997-07-04
600074.XSHG,保千里,15.350,0,2305800000,895981328,1997-06-23
600075.XSHG,新疆天业,9.920,0,438591992,438591992,1997-06-17
600076.XSHG,康欣新材,9.950,0,1034264062,365536015,1997-05-26
600077.XSHG,宋都股份,5.170,0,1340122343,1340122343,1997-05-20
600078.XSHG,澄星股份,6.710,0,662572890,662572890,1997-06-27
600079.XSHG,人福医药,17.340,0,1286049062,1030993203,1997-06-06
600080.XSHG,金花股份,11.600,0,305295898,305295898,1997-06-12
600081.XSHG,东风科技,17.710,0,313560000,313560000,1997-07-03
600082.XSHG,海泰发展,6.200,0,646115781,632424804,1997-06-20
600083.XSHG,博信股份,21.720,0,230000000,226922792,1997-06-06
600084.XSHG,中葡股份,6.140,0,1123726796,998203828,1997-07-11
600085.XSHG,同仁堂,28.930,0,1371470312,1371470312,1997-06-25
600086.XSHG,东方金钰,9.760,0,1350000000,1056845000,1997-06-06
600088.XSHG,中视传媒,22.020,0,331421992,331421992,1997-06-16
600089.XSHG,特变电工,9.260,0,3245380937,3178124375,1997-06-18
600090.XSHG,啤酒花,12.450,0,367916601,367916601,1997-06-16
600091.XSHG,*ST明科,11.040,0,437412500,336526015,1997-07-04
600093.XSHG,禾嘉股份,12.930,0,1122447500,322447500,1997-06-26
600094.XSHG,大名城,7.530,0,2011556875,2011556875,1997-07-03
600095.XSHG,哈高科,9.000,0,361263593,361263593,1997-07-08
600096.XSHG,云天化,10.010,0,1328327343,521275585,1997-07-09
600097.XSHG,开创国际,17.550,0,202597890,202597890,1997-06-19
600098.XSHG,广州发展,8.480,0,2726196562,2726196562,1997-07-18
600099.XSHG,林海股份,10.590,0,219120000,219120000,1997-07-04
600100.XSHG,同方股份,12.510,0,2963899062,2070201406,1997-06-27
600101.XSHG,明星电力,11.530,0,324179003,324179003,1997-06-27
600103.XSHG,青山纸业,5.270,0,1061841562,1061841562,1997-07-03
600104.XSHG,上汽集团,19.870,0,11025566250,11025566250,1997-11-25
600105.XSHG,永鼎股份,15.220,0,472496484,380954609,1997-09-29
600106.XSHG,重庆路桥,8.120,0,907742031,907742031,1997-06-18
600107.XSHG,美尔雅,18.440,0,360000000,360000000,1997-11-06
600108.XSHG,亚盛集团,5.690,0,1946915156,1946915156,1997-08-18
600109.XSHG,国金证券,14.610,0,3024359375,2836859375,1997-08-07
600110.XSHG,诺德股份,6.750,0,1150312109,1150312109,1997-10-07
600111.XSHG,北方稀土,13.210,0,3633065937,2219204843,1997-09-24
600112.XSHG,天成控股,12.010,0,509204804,509204804,1997-11-27
600113.XSHG,浙江东日,12.400,0,318600000,318600000,1997-10-21
600114.XSHG,东睦股份,14.690,0,390765507,371215507,2004-05-11
600115.XSHG,东方航空,6.110,0,13140178750,12441313750,1997-11-05
600116.XSHG,三峡水利,30.310,0,331001796,296001796,1997-08-04
600117.XSHG,西宁特钢,6.530,0,741219296,741219296,1997-10-15
600118.XSHG,中国卫星,36.220,0,1182489062,1182489062,1997-09-08
600119.XSHG,长江投资,17.430,0,307400000,307400000,1998-01-15
600120.XSHG,浙江东方,19.860,0,505473515,505473515,1997-12-01
600121.XSHG,郑州煤电,4.990,0,1015343437,1015343437,1998-01-07
600122.XSHG,宏图高科,19.420,0,1150198437,1146473437,1998-04-20
600123.XSHG,兰花科创,7.690,0,1142400000,1142400000,1998-12-17
600125.XSHG,铁龙物流,7.050,0,1305521875,1305521875,1998-05-11
600126.XSHG,杭钢股份,7.140,0,838938828,838938828,1998-03-11
600127.XSHG,金健米业,5.850,0,641783203,544459609,1998-05-06
600128.XSHG,弘业股份,12.810,0,246767500,246767500,1997-09-01
600129.XSHG,太极集团,15.100,0,426893984,426893984,1997-11-18
600130.XSHG,波导股份,8.030,0,768000000,768000000,2000-07-06
600131.XSHG,岷江水电,7.720,0,504125195,397366914,1998-04-02
600132.XSHG,重庆啤酒,13.590,0,483971210,483971210,1997-10-30
600133.XSHG,东湖高新,7.970,0,634257812,537948906,1998-02-12
600135.XSHG,乐凯胶片,15.480,0,372991718,342000000,1998-01-22
600136.XSHG,道博股份,59.740,0,243591093,120527402,1998-03-03
600137.XSHG,浪莎股份,32.540,0,97217597,97217597,1998-04-16
600138.XSHG,中青旅,20.020,0,723840000,702718203,1997-12-03
600139.XSHG,西部资源,10.540,0,661890468,661890468,1998-02-25
600141.XSHG,兴发集团,10.970,0,529981914,465743906,1999-06-16
600143.XSHG,金发科技,6.460,0,2560000000,2560000000,2004-06-23
600145.XSHG,*ST新亿,1.870,0,1491100468,1491100468,1999-09-23
600146.XSHG,商赢环球,30.390,0,200000000,200000000,1999-07-07
600148.XSHG,长春一东,22.210,0,141516503,141516503,1998-05-20
600149.XSHG,廊坊发展,12.310,0,380160000,380160000,1999-10-14
600150.XSHG,中国船舶,25.620,0,1378117656,1378117656,1998-05-20
600151.XSHG,航天机电,11.400,0,1250179921,1250179921,1998-06-05
600152.XSHG,维科精华,10.300,0,293494199,293494199,1998-06-09
600153.XSHG,建发股份,17.310,0,2835200625,2835200625,1998-06-16
600155.XSHG,宝硕股份,14.460,0,476602617,412500000,1998-09-18
600156.XSHG,华升股份,10.070,0,402110703,402110703,1998-05-27
600157.XSHG,永泰能源,3.990,0,11194640000,4595654687,1998-05-13
600158.XSHG,中体产业,18.870,0,843735390,657495390,1998-03-27
600159.XSHG,大龙地产,4.900,0,830003203,830003203,1998-05-26
600160.XSHG,巨化股份,12.080,0,1810915937,1810915937,1998-06-26
600161.XSHG,天坛生物,30.460,0,515466914,515466914,1998-06-16
600162.XSHG,香江控股,6.870,0,1596457656,767812578,1998-06-09
600163.XSHG,中闽能源,5.940,0,999465234,721420000,1998-06-02
600165.XSHG,新日恒力,14.750,0,684883828,484883789,1998-05-29
600166.XSHG,福田汽车,5.500,0,3335065625,3335065625,1998-06-02
600167.XSHG,联美控股,15.050,0,211000000,211000000,1999-01-28
600168.XSHG,武汉控股,9.680,0,709569687,568881093,1998-04-27
600169.XSHG,太原重工,4.460,0,2423955000,2423955000,1998-09-04
600170.XSHG,上海建工,4.930,0,5943214375,5755262500,1998-06-23
600171.XSHG,上海贝岭,15.690,0,673807812,673807812,1998-09-24
600172.XSHG,黄河旋风,16.260,0,792398906,634097695,1998-11-26
600173.XSHG,卧龙地产,6.940,0,725147500,725057500,1999-04-15
600175.XSHG,美都能源,5.310,0,2451037500,1448033125,1999-04-08
600176.XSHG,中国巨石,21.470,0,1105526171,872629531,1999-04-22
600177.XSHG,雅戈尔,15.040,0,2226611718,2226611718,1998-11-19
600178.XSHG,东安动力,9.830,0,462080000,462080000,1998-10-14
600179.XSHG,ST黑化,13.660,0,390000000,390000000,1998-11-04
600180.XSHG,瑞茂通,16.370,0,1016477500,882548906,1998-07-03
600182.XSHG,S佳通,18.660,0,340000000,170000000,1999-05-07
600183.XSHG,生益科技,8.250,0,1437553906,1437553906,1998-10-28
600184.XSHG,光电股份,23.640,0,508760781,418760781,2003-11-06
600185.XSHG,格力地产,17.860,0,577680898,577680898,1999-06-11
600186.XSHG,莲花健康,5.470,0,1062024296,1062024296,1998-08-25
600187.XSHG,国中水务,4.920,0,1455624218,1455624218,1998-11-11
600188.XSHG,兖州煤业,11.080,0,4918400000,4918400000,1998-07-01
600189.XSHG,吉林森工,10.980,0,310500000,310500000,1998-10-07
600190.XSHG,锦州港,4.300,0,2002291562,1561787343,1999-06-09
600191.XSHG,华资实业,17.390,0,484931992,484931992,1998-12-10
600192.XSHG,长城电工,8.380,0,441748007,441748007,1998-12-24
600193.XSHG,创兴资源,12.490,0,425373007,425373007,1999-05-27
600195.XSHG,中牧股份,19.980,0,429800000,429800000,1999-01-07
600196.XSHG,复星医药,20.120,0,2314075468,2310120937,1998-08-07
600197.XSHG,伊力特,12.490,0,441000000,441000000,1999-09-16
600198.XSHG,大唐电信,17.160,0,882108515,808648281,1998-10-21
600199.XSHG,金种子酒,7.900,0,555775000,555775000,1998-08-12
600200.XSHG,江苏吴中,22.510,0,669446093,522089218,1999-04-01
600201.XSHG,生物股份,32.170,0,572829882,565057109,1999-01-15
600202.XSHG,哈空调,12.630,0,383340703,383340703,1999-06-03
600203.XSHG,福日电子,11.660,0,380280703,303170800,1999-05-14
600206.XSHG,有研新材,10.390,0,838778281,587134218,1999-03-19
600207.XSHG,安彩高科,11.550,0,690000000,440000000,1999-07-14
600208.XSHG,新湖中宝,3.940,0,9099670625,8136960625,1999-06-23
600209.XSHG,罗顿发展,11.130,0,439011210,422040000,1999-03-25
600210.XSHG,紫江企业,5.440,0,1516736250,1436736250,1999-08-24
600211.XSHG,西藏药业,43.980,0,145589003,114109003,1999-07-21
600212.XSHG,江泉实业,10.860,0,511697187,511697187,1999-08-17
600213.XSHG,亚星客车,11.520,0,220000000,220000000,1999-08-31
600215.XSHG,长春经开,6.960,0,465032890,465032890,1999-09-09
600216.XSHG,浙江医药,12.980,0,936107968,936103671,1999-10-21
600217.XSHG,秦岭水泥,8.630,0,1341587500,660800000,1999-12-16
600218.XSHG,全柴动力,10.290,0,368755000,368755000,1998-12-03
600219.XSHG,南山铝业,6.910,0,2835184375,2835184375,1999-12-23
600220.XSHG,江苏阳光,4.360,0,1783340312,1783340312,1999-09-27
600221.XSHG,海南航空,3.220,0,12182181250,12181510000,1999-11-25
600222.XSHG,太龙药业,8.190,0,573886289,496608906,1999-11-05
600223.XSHG,鲁商置业,6.040,0,1000967968,1000967968,2000-01-13
600225.XSHG,天津松江,5.600,0,935492578,849825625,2000-01-27
600226.XSHG,升华拜克,8.730,0,1094982968,1094982968,1999-11-16
600227.XSHG,赤天化,6.000,0,950392500,950392500,2000-02-21
600228.XSHG,昌九生化,10.770,0,241320000,241320000,1999-01-19
600229.XSHG,城市传媒,12.730,0,702096015,395786210,2000-03-09
600230.XSHG,沧州大化,11.990,0,294188203,294188203,2000-04-06
600231.XSHG,凌钢股份,5.270,0,1259583125,804002187,2000-05-11
600232.XSHG,金鹰股份,9.740,0,364718515,364718515,2000-06-02
600233.XSHG,大杨创世,25.130,0,165000000,165000000,2000-06-08
600234.XSHG,山水文化,21.630,0,202445898,202445898,2000-06-15
600235.XSHG,民丰特纸,12.240,0,351300000,351300000,2000-06-15
600236.XSHG,桂冠电力,5.920,0,6063367500,1128526796,2000-03-23
600237.XSHG,铜峰电子,7.480,0,564369609,564369609,2000-06-09
600238.XSHG,海南椰岛,13.000,0,448200000,445001601,2000-01-20
600239.XSHG,云南城投,5.060,0,1070457890,1070457890,1999-12-02
600240.XSHG,华业资本,11.300,0,1424253593,1424253593,2000-06-28
600241.XSHG,时代万恒,13.810,0,226192109,180200000,2000-11-28
600242.XSHG,*ST中昌,12.590,0,273335390,267302792,2000-12-07
600243.XSHG,青海华鼎,9.380,0,438850000,236850000,2000-11-20
600246.XSHG,万通地产,5.640,0,1216800000,1216800000,2000-09-22
600247.XSHG,*ST成城,16.170,0,336441601,336441601,2000-11-23
600248.XSHG,延长化建,8.760,0,473689218,467389218,2000-06-22
600249.XSHG,两面针,6.690,0,550000000,450000000,2004-01-30
600250.XSHG,南纺股份,12.410,0,258692500,258692500,2001-03-06
600251.XSHG,冠农股份,8.180,0,784842031,784842031,2003-06-09
600252.XSHG,中恒集团,5.010,0,3475107187,3430096562,2000-11-30
600255.XSHG,鑫科材料,4.250,0,1769593593,1563750000,2000-11-22
600256.XSHG,广汇能源,4.620,0,5221424687,5221424687,2000-05-26
600257.XSHG,大湖股份,10.990,0,427050000,427050000,2000-06-12
600258.XSHG,首旅酒店,21.180,0,231400000,231400000,2000-06-01
